Time_Bands,Speciality_Name,Hospital_Group,Archive_Date,Total
< 1 Year,Clinical (Medical) Genetics,Ireland East Hospital Group,2014-01-31T00:00:00Z,191
< 1 Year,Clinical Neurophysiology,Ireland East Hospital Group,2014-01-31T00:00:00Z,2
< 1 Year,Dental Surgery,Ireland East Hospital Group,2014-01-31T00:00:00Z,8
< 1 Year,Dermatology,Ireland East Hospital Group,2014-01-31T00:00:00Z,5456
> 1 Year,Dermatology,Ireland East Hospital Group,2014-01-31T00:00:00Z,82
< 1 Year,Diabetes Mellitus,Ireland East Hospital Group,2014-01-31T00:00:00Z,226
< 1 Year,Endocrinology,Ireland East Hospital Group,2014-01-31T00:00:00Z,1770
> 1 Year,Endocrinology,Ireland East Hospital Group,2014-01-31T00:00:00Z,327
< 1 Year,Gastro-Enterology,Ireland East Hospital Group,2014-01-31T00:00:00Z,2132
< 1 Year,General Medicine,Ireland East Hospital Group,2014-01-31T00:00:00Z,3817
> 1 Year,General Medicine,Ireland East Hospital Group,2014-01-31T00:00:00Z,22
< 1 Year,General Surgery,Ireland East Hospital Group,2014-01-31T00:00:00Z,8435
> 1 Year,General Surgery,Ireland East Hospital Group,2014-01-31T00:00:00Z,33
< 1 Year,Geriatric Medicine,Ireland East Hospital Group,2014-01-31T00:00:00Z,679
> 1 Year,Geriatric Medicine,Ireland East Hospital Group,2014-01-31T00:00:00Z,2
< 1 Year,Gynaecology,Ireland East Hospital Group,2014-01-31T00:00:00Z,3379
< 1 Year,Haematology,Ireland East Hospital Group,2014-01-31T00:00:00Z,816
> 1 Year,Haematology,Ireland East Hospital Group,2014-01-31T00:00:00Z,7
< 1 Year,Immunology,Ireland East Hospital Group,2014-01-31T00:00:00Z,1
< 1 Year,Infectious Diseases,Ireland East Hospital Group,2014-01-31T00:00:00Z,31
< 1 Year,Metabolic Medicine,Ireland East Hospital Group,2014-01-31T00:00:00Z,144
< 1 Year,Nephrology,Ireland East Hospital Group,2014-01-31T00:00:00Z,234
< 1 Year,Neurology,Ireland East Hospital Group,2014-01-31T00:00:00Z,2035
> 1 Year,Neurology,Ireland East Hospital Group,2014-01-31T00:00:00Z,3
< 1 Year,Obstetrics,Ireland East Hospital Group,2014-01-31T00:00:00Z,213
< 1 Year,Oncology,Ireland East Hospital Group,2014-01-31T00:00:00Z,126
< 1 Year,Ophthalmology,Ireland East Hospital Group,2014-01-31T00:00:00Z,7175
> 1 Year,Ophthalmology,Ireland East Hospital Group,2014-01-31T00:00:00Z,113
< 1 Year,Orthopaedics,Ireland East Hospital Group,2014-01-31T00:00:00Z,7151
> 1 Year,Orthopaedics,Ireland East Hospital Group,2014-01-31T00:00:00Z,105
< 1 Year,Other,Ireland East Hospital Group,2014-01-31T00:00:00Z,6
< 1 Year,Otolaryngology (ENT),Ireland East Hospital Group,2014-01-31T00:00:00Z,4760
> 1 Year,Otolaryngology (ENT),Ireland East Hospital Group,2014-01-31T00:00:00Z,80
< 1 Year,Paediatrics,Ireland East Hospital Group,2014-01-31T00:00:00Z,1129
> 1 Year,Paediatrics,Ireland East Hospital Group,2014-01-31T00:00:00Z,4
< 1 Year,Pain Relief,Ireland East Hospital Group,2014-01-31T00:00:00Z,720
< 1 Year,Plastic Surgery,Ireland East Hospital Group,2014-01-31T00:00:00Z,2161
> 1 Year,Plastic Surgery,Ireland East Hospital Group,2014-01-31T00:00:00Z,8
< 1 Year,Psychiatry,Ireland East Hospital Group,2014-01-31T00:00:00Z,109
< 1 Year,Radiology,Ireland East Hospital Group,2014-01-31T00:00:00Z,1
< 1 Year,Radiotherapy,Ireland East Hospital Group,2014-01-31T00:00:00Z,22
< 1 Year,Rehabilitation Medicine,Ireland East Hospital Group,2014-01-31T00:00:00Z,4
< 1 Year,Respiratory Medicine,Ireland East Hospital Group,2014-01-31T00:00:00Z,1270
< 1 Year,Rheumatology,Ireland East Hospital Group,2014-01-31T00:00:00Z,1513
> 1 Year,Rheumatology,Ireland East Hospital Group,2014-01-31T00:00:00Z,3
< 1 Year,Small Volume Specialities,Ireland East Hospital Group,2014-01-31T00:00:00Z,2
< 1 Year,Urology,Ireland East Hospital Group,2014-01-31T00:00:00Z,2090
> 1 Year,Urology,Ireland East Hospital Group,2014-01-31T00:00:00Z,8
< 1 Year,Vascular Surgery,Ireland East Hospital Group,2014-01-31T00:00:00Z,236
> 1 Year,Vascular Surgery,Ireland East Hospital Group,2014-01-31T00:00:00Z,1
< 1 Year,Anaesthetics,RCSI  Hospitals Group,2014-01-31T00:00:00Z,93
< 1 Year,Breast Surgery,RCSI  Hospitals Group,2014-01-31T00:00:00Z,307
< 1 Year,Cardiology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,2624
> 1 Year,Cardiology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,28
< 1 Year,Clinical Immunology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,215
< 1 Year,Dermatology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,4713
> 1 Year,Dermatology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,54
< 1 Year,Endocrinology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,1515
> 1 Year,Endocrinology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,3
< 1 Year,Gastro-Enterology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,1905
< 1 Year,General Medicine,RCSI  Hospitals Group,2014-01-31T00:00:00Z,1683
> 1 Year,General Medicine,RCSI  Hospitals Group,2014-01-31T00:00:00Z,7
< 1 Year,General Surgery,RCSI  Hospitals Group,2014-01-31T00:00:00Z,3965
> 1 Year,General Surgery,RCSI  Hospitals Group,2014-01-31T00:00:00Z,22
< 1 Year,Geriatric Medicine,RCSI  Hospitals Group,2014-01-31T00:00:00Z,329
< 1 Year,Gynaecology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,2908
> 1 Year,Gynaecology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,20
< 1 Year,Haematology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,437
< 1 Year,Infectious Diseases,RCSI  Hospitals Group,2014-01-31T00:00:00Z,37
< 1 Year,Maxillo-Facial,RCSI  Hospitals Group,2014-01-31T00:00:00Z,16
< 1 Year,Nephrology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,143
< 1 Year,Neurology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,2138
> 1 Year,Neurology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,4
< 1 Year,Neurosurgery,RCSI  Hospitals Group,2014-01-31T00:00:00Z,1426
> 1 Year,Neurosurgery,RCSI  Hospitals Group,2014-01-31T00:00:00Z,4
< 1 Year,Oncology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,35
< 1 Year,Ophthalmology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,1445
> 1 Year,Ophthalmology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,22
< 1 Year,Orthopaedics,RCSI  Hospitals Group,2014-01-31T00:00:00Z,4175
> 1 Year,Orthopaedics,RCSI  Hospitals Group,2014-01-31T00:00:00Z,33
< 1 Year,Other,RCSI  Hospitals Group,2014-01-31T00:00:00Z,759
> 1 Year,Other,RCSI  Hospitals Group,2014-01-31T00:00:00Z,12
< 1 Year,Otolaryngology (ENT),RCSI  Hospitals Group,2014-01-31T00:00:00Z,4324
> 1 Year,Otolaryngology (ENT),RCSI  Hospitals Group,2014-01-31T00:00:00Z,82
< 1 Year,Paediatrics,RCSI  Hospitals Group,2014-01-31T00:00:00Z,1110
< 1 Year,Pain Relief,RCSI  Hospitals Group,2014-01-31T00:00:00Z,909
> 1 Year,Pain Relief,RCSI  Hospitals Group,2014-01-31T00:00:00Z,8
< 1 Year,Plastic Surgery,RCSI  Hospitals Group,2014-01-31T00:00:00Z,1060
< 1 Year,Psychiatry,RCSI  Hospitals Group,2014-01-31T00:00:00Z,73
< 1 Year,Respiratory Medicine,RCSI  Hospitals Group,2014-01-31T00:00:00Z,1680
> 1 Year,Respiratory Medicine,RCSI  Hospitals Group,2014-01-31T00:00:00Z,7
< 1 Year,Rheumatology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,1039
< 1 Year,Urology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,1844
> 1 Year,Urology,RCSI  Hospitals Group,2014-01-31T00:00:00Z,4
< 1 Year,Vascular Surgery,RCSI  Hospitals Group,2014-01-31T00:00:00Z,531
< 1 Year,Anaesthetics,Saolta University Health Care Group,2014-01-31T00:00:00Z,501
> 1 Year,Anaesthetics,Saolta University Health Care Group,2014-01-31T00:00:00Z,37
< 1 Year,Cardio-Thoracic Surgery,Saolta University Health Care Group,2014-01-31T00:00:00Z,8
< 1 Year,Cardiology,Saolta University Health Care Group,2014-01-31T00:00:00Z,1324
> 1 Year,Cardiology,Saolta University Health Care Group,2014-01-31T00:00:00Z,23
< 1 Year,Clinical Neurophysiology,Saolta University Health Care Group,2014-01-31T00:00:00Z,66
< 1 Year,Clinical Pharmacology,Saolta University Health Care Group,2014-01-31T00:00:00Z,8
< 1 Year,Dermatology,Saolta University Health Care Group,2014-01-31T00:00:00Z,2814
> 1 Year,Dermatology,Saolta University Health Care Group,2014-01-31T00:00:00Z,70
< 1 Year,Endocrinology,Saolta University Health Care Group,2014-01-31T00:00:00Z,387
> 1 Year,Endocrinology,Saolta University Health Care Group,2014-01-31T00:00:00Z,6
< 1 Year,Gastro-Enterology,Saolta University Health Care Group,2014-01-31T00:00:00Z,420
> 1 Year,Gastro-Enterology,Saolta University Health Care Group,2014-01-31T00:00:00Z,2
< 1 Year,General Medicine,Saolta University Health Care Group,2014-01-31T00:00:00Z,4879
> 1 Year,General Medicine,Saolta University Health Care Group,2014-01-31T00:00:00Z,251
< 1 Year,General Surgery,Saolta University Health Care Group,2014-01-31T00:00:00Z,6117
> 1 Year,General Surgery,Saolta University Health Care Group,2014-01-31T00:00:00Z,144
< 1 Year,Geriatric Medicine,Saolta University Health Care Group,2014-01-31T00:00:00Z,263
> 1 Year,Geriatric Medicine,Saolta University Health Care Group,2014-01-31T00:00:00Z,2
< 1 Year,Gynaecology,Saolta University Health Care Group,2014-01-31T00:00:00Z,3657
> 1 Year,Gynaecology,Saolta University Health Care Group,2014-01-31T00:00:00Z,55
< 1 Year,Haematology,Saolta University Health Care Group,2014-01-31T00:00:00Z,383
< 1 Year,Immunology,Saolta University Health Care Group,2014-01-31T00:00:00Z,52
> 1 Year,Immunology,Saolta University Health Care Group,2014-01-31T00:00:00Z,1
< 1 Year,Maxillo-Facial,Saolta University Health Care Group,2014-01-31T00:00:00Z,446
> 1 Year,Maxillo-Facial,Saolta University Health Care Group,2014-01-31T00:00:00Z,20
< 1 Year,Nephrology,Saolta University Health Care Group,2014-01-31T00:00:00Z,496
> 1 Year,Nephrology,Saolta University Health Care Group,2014-01-31T00:00:00Z,122
< 1 Year,Neurology,Saolta University Health Care Group,2014-01-31T00:00:00Z,1388
> 1 Year,Neurology,Saolta University Health Care Group,2014-01-31T00:00:00Z,79
< 1 Year,Oncology,Saolta University Health Care Group,2014-01-31T00:00:00Z,79
> 1 Year,Oncology,Saolta University Health Care Group,2014-01-31T00:00:00Z,1
< 1 Year,Ophthalmology,Saolta University Health Care Group,2014-01-31T00:00:00Z,2713
> 1 Year,Ophthalmology,Saolta University Health Care Group,2014-01-31T00:00:00Z,193
< 1 Year,Oral Surgery,Saolta University Health Care Group,2014-01-31T00:00:00Z,989
> 1 Year,Oral Surgery,Saolta University Health Care Group,2014-01-31T00:00:00Z,65
< 1 Year,Orthopaedics,Saolta University Health Care Group,2014-01-31T00:00:00Z,6454
> 1 Year,Orthopaedics,Saolta University Health Care Group,2014-01-31T00:00:00Z,2315
< 1 Year,Otolaryngology (ENT),Saolta University Health Care Group,2014-01-31T00:00:00Z,6139
> 1 Year,Otolaryngology (ENT),Saolta University Health Care Group,2014-01-31T00:00:00Z,234
< 1 Year,Paediatrics,Saolta University Health Care Group,2014-01-31T00:00:00Z,2084
> 1 Year,Paediatrics,Saolta University Health Care Group,2014-01-31T00:00:00Z,9
< 1 Year,Pain Relief,Saolta University Health Care Group,2014-01-31T00:00:00Z,212
> 1 Year,Pain Relief,Saolta University Health Care Group,2014-01-31T00:00:00Z,7
< 1 Year,Pathology,Saolta University Health Care Group,2014-01-31T00:00:00Z,13
< 1 Year,Plastic Surgery,Saolta University Health Care Group,2014-01-31T00:00:00Z,1617
> 1 Year,Plastic Surgery,Saolta University Health Care Group,2014-01-31T00:00:00Z,48
< 1 Year,Radiotherapy,Saolta University Health Care Group,2014-01-31T00:00:00Z,14
< 1 Year,Respiratory Medicine,Saolta University Health Care Group,2014-01-31T00:00:00Z,393
> 1 Year,Respiratory Medicine,Saolta University Health Care Group,2014-01-31T00:00:00Z,8
< 1 Year,Rheumatology,Saolta University Health Care Group,2014-01-31T00:00:00Z,1161
> 1 Year,Rheumatology,Saolta University Health Care Group,2014-01-31T00:00:00Z,36
< 1 Year,Urology,Saolta University Health Care Group,2014-01-31T00:00:00Z,2627
> 1 Year,Urology,Saolta University Health Care Group,2014-01-31T00:00:00Z,340
< 1 Year,Vascular Surgery,Saolta University Health Care Group,2014-01-31T00:00:00Z,1103
> 1 Year,Vascular Surgery,Saolta University Health Care Group,2014-01-31T00:00:00Z,57
< 1 Year,Breast Surgery,South/South West Hospital Group,2014-01-31T00:00:00Z,795
< 1 Year,Cardio-Thoracic Surgery,South/South West Hospital Group,2014-01-31T00:00:00Z,59
< 1 Year,Cardiology,South/South West Hospital Group,2014-01-31T00:00:00Z,1481
> 1 Year,Cardiology,South/South West Hospital Group,2014-01-31T00:00:00Z,8
< 1 Year,Dermatology,South/South West Hospital Group,2014-01-31T00:00:00Z,5007
> 1 Year,Dermatology,South/South West Hospital Group,2014-01-31T00:00:00Z,79
< 1 Year,Diabetes Mellitus,South/South West Hospital Group,2014-01-31T00:00:00Z,458
> 1 Year,Diabetes Mellitus,South/South West Hospital Group,2014-01-31T00:00:00Z,16
< 1 Year,Endocrinology,South/South West Hospital Group,2014-01-31T00:00:00Z,654
> 1 Year,Endocrinology,South/South West Hospital Group,2014-01-31T00:00:00Z,2
< 1 Year,Gastro-Enterology,South/South West Hospital Group,2014-01-31T00:00:00Z,1177
> 1 Year,Gastro-Enterology,South/South West Hospital Group,2014-01-31T00:00:00Z,27
< 1 Year,Gastro-Intestinal Surgery,South/South West Hospital Group,2014-01-31T00:00:00Z,212
< 1 Year,General Medicine,South/South West Hospital Group,2014-01-31T00:00:00Z,4248
> 1 Year,General Medicine,South/South West Hospital Group,2014-01-31T00:00:00Z,233
< 1 Year,General Surgery,South/South West Hospital Group,2014-01-31T00:00:00Z,7656
> 1 Year,General Surgery,South/South West Hospital Group,2014-01-31T00:00:00Z,136
< 1 Year,Geriatric Medicine,South/South West Hospital Group,2014-01-31T00:00:00Z,336
> 1 Year,Geriatric Medicine,South/South West Hospital Group,2014-01-31T00:00:00Z,1
< 1 Year,Gynaecology,South/South West Hospital Group,2014-01-31T00:00:00Z,3531
> 1 Year,Gynaecology,South/South West Hospital Group,2014-01-31T00:00:00Z,77
< 1 Year,Haematology,South/South West Hospital Group,2014-01-31T00:00:00Z,163
> 1 Year,Haematology,South/South West Hospital Group,2014-01-31T00:00:00Z,1
< 1 Year,Hepato-Biliary Surgery,South/South West Hospital Group,2014-01-31T00:00:00Z,47
< 1 Year,Infectious Diseases,South/South West Hospital Group,2014-01-31T00:00:00Z,15
< 1 Year,Maxillo-Facial,South/South West Hospital Group,2014-01-31T00:00:00Z,228
< 1 Year,Nephrology,South/South West Hospital Group,2014-01-31T00:00:00Z,192
> 1 Year,Nephrology,South/South West Hospital Group,2014-01-31T00:00:00Z,1
< 1 Year,Neurology,South/South West Hospital Group,2014-01-31T00:00:00Z,1698
> 1 Year,Neurology,South/South West Hospital Group,2014-01-31T00:00:00Z,18
< 1 Year,Neurosurgery,South/South West Hospital Group,2014-01-31T00:00:00Z,1349
> 1 Year,Neurosurgery,South/South West Hospital Group,2014-01-31T00:00:00Z,29
< 1 Year,Oncology,South/South West Hospital Group,2014-01-31T00:00:00Z,36
< 1 Year,Ophthalmology,South/South West Hospital Group,2014-01-31T00:00:00Z,4309
> 1 Year,Ophthalmology,South/South West Hospital Group,2014-01-31T00:00:00Z,169
< 1 Year,Orthopaedics,South/South West Hospital Group,2014-01-31T00:00:00Z,8687
> 1 Year,Orthopaedics,South/South West Hospital Group,2014-01-31T00:00:00Z,139
< 1 Year,Otolaryngology (ENT),South/South West Hospital Group,2014-01-31T00:00:00Z,6849
> 1 Year,Otolaryngology (ENT),South/South West Hospital Group,2014-01-31T00:00:00Z,140
< 1 Year,Paed Cardiology,South/South West Hospital Group,2014-01-31T00:00:00Z,177
> 1 Year,Paed Cardiology,South/South West Hospital Group,2014-01-31T00:00:00Z,2
< 1 Year,Paed Endocrinology,South/South West Hospital Group,2014-01-31T00:00:00Z,50
< 1 Year,Paediatric Neurology,South/South West Hospital Group,2014-01-31T00:00:00Z,256
> 1 Year,Paediatric Neurology,South/South West Hospital Group,2014-01-31T00:00:00Z,5
< 1 Year,Paediatric Neurosurgery,South/South West Hospital Group,2014-01-31T00:00:00Z,12
< 1 Year,Paediatric Respiratory Medicine,South/South West Hospital Group,2014-01-31T00:00:00Z,23
< 1 Year,Paediatrics,South/South West Hospital Group,2014-01-31T00:00:00Z,1775
> 1 Year,Paediatrics,South/South West Hospital Group,2014-01-31T00:00:00Z,4
< 1 Year,Pain Relief,South/South West Hospital Group,2014-01-31T00:00:00Z,1208
> 1 Year,Pain Relief,South/South West Hospital Group,2014-01-31T00:00:00Z,276
< 1 Year,Palliative Medicine,South/South West Hospital Group,2014-01-31T00:00:00Z,1
< 1 Year,Plastic Surgery,South/South West Hospital Group,2014-01-31T00:00:00Z,2034
> 1 Year,Plastic Surgery,South/South West Hospital Group,2014-01-31T00:00:00Z,281
< 1 Year,Psychiatry,South/South West Hospital Group,2014-01-31T00:00:00Z,22
< 1 Year,Radiology,South/South West Hospital Group,2014-01-31T00:00:00Z,1
< 1 Year,Respiratory Medicine,South/South West Hospital Group,2014-01-31T00:00:00Z,1000
> 1 Year,Respiratory Medicine,South/South West Hospital Group,2014-01-31T00:00:00Z,27
< 1 Year,Rheumatology,South/South West Hospital Group,2014-01-31T00:00:00Z,1913
> 1 Year,Rheumatology,South/South West Hospital Group,2014-01-31T00:00:00Z,44
< 1 Year,Small Volume Specialities,South/South West Hospital Group,2014-01-31T00:00:00Z,5
< 1 Year,Urology,South/South West Hospital Group,2014-01-31T00:00:00Z,1631
> 1 Year,Urology,South/South West Hospital Group,2014-01-31T00:00:00Z,11
< 1 Year,Vascular Surgery,South/South West Hospital Group,2014-01-31T00:00:00Z,1279
> 1 Year,Vascular Surgery,South/South West Hospital Group,2014-01-31T00:00:00Z,25
< 1 Year,Anaesthetics,University of Limerick Hospital Group,2014-01-31T00:00:00Z,388
> 1 Year,Anaesthetics,University of Limerick Hospital Group,2014-01-31T00:00:00Z,7
< 1 Year,Cardiology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,251
> 1 Year,Cardiology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,1
< 1 Year,Dermatology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,911
> 1 Year,Dermatology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,2
< 1 Year,Gastro-Enterology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,98
> 1 Year,Gastro-Enterology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,4
< 1 Year,General Medicine,University of Limerick Hospital Group,2014-01-31T00:00:00Z,1799
> 1 Year,General Medicine,University of Limerick Hospital Group,2014-01-31T00:00:00Z,16
< 1 Year,General Surgery,University of Limerick Hospital Group,2014-01-31T00:00:00Z,2693
> 1 Year,General Surgery,University of Limerick Hospital Group,2014-01-31T00:00:00Z,19
< 1 Year,Geriatric Medicine,University of Limerick Hospital Group,2014-01-31T00:00:00Z,153
> 1 Year,Geriatric Medicine,University of Limerick Hospital Group,2014-01-31T00:00:00Z,7
< 1 Year,Gynaecology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,1137
> 1 Year,Gynaecology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,3
< 1 Year,Haematology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,61
< 1 Year,Maxillo-Facial,University of Limerick Hospital Group,2014-01-31T00:00:00Z,846
< 1 Year,Nephrology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,87
> 1 Year,Nephrology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,2
< 1 Year,Neurology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,639
> 1 Year,Neurology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,20
< 1 Year,Oncology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,14
< 1 Year,Ophthalmology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,1802
> 1 Year,Ophthalmology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,52
< 1 Year,Orthopaedics,University of Limerick Hospital Group,2014-01-31T00:00:00Z,2054
> 1 Year,Orthopaedics,University of Limerick Hospital Group,2014-01-31T00:00:00Z,34
< 1 Year,Other,University of Limerick Hospital Group,2014-01-31T00:00:00Z,10
< 1 Year,Otolaryngology (ENT),University of Limerick Hospital Group,2014-01-31T00:00:00Z,2229
> 1 Year,Otolaryngology (ENT),University of Limerick Hospital Group,2014-01-31T00:00:00Z,52
< 1 Year,Paediatrics,University of Limerick Hospital Group,2014-01-31T00:00:00Z,894
> 1 Year,Paediatrics,University of Limerick Hospital Group,2014-01-31T00:00:00Z,8
< 1 Year,Pain Relief,University of Limerick Hospital Group,2014-01-31T00:00:00Z,216
< 1 Year,Plastic Surgery,University of Limerick Hospital Group,2014-01-31T00:00:00Z,278
< 1 Year,Respiratory Medicine,University of Limerick Hospital Group,2014-01-31T00:00:00Z,22
< 1 Year,Rheumatology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,676
> 1 Year,Rheumatology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,11
< 1 Year,Urology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,1110
> 1 Year,Urology,University of Limerick Hospital Group,2014-01-31T00:00:00Z,19
< 1 Year,Vascular Surgery,University of Limerick Hospital Group,2014-01-31T00:00:00Z,349
> 1 Year,Vascular Surgery,University of Limerick Hospital Group,2014-01-31T00:00:00Z,2
< 1 Year,Cardio-Thoracic Surgery,Children's Health Ireland,2014-02-27T00:00:00Z,42
< 1 Year,Dental Surgery,Children's Health Ireland,2014-02-27T00:00:00Z,20
< 1 Year,Dermatology,Children's Health Ireland,2014-02-27T00:00:00Z,47
